Réseau Social,Class,Commentaire client,Commentaire modérateur,Date,category,urgent
Facebook,Espace Client + My Idoom,كذالك الانترنات كانت السرعة النات رفعناها من10الى20mbpsلقد عبئنا عبر الفضاء الاكتروني 2200دج قبل الانتهاء ولم نستفيد من البونيس,"""الرجاء ارسال هذا الانشغال على الخاص مرفقا بالمعلومات التالية :رقم اشتراككم - رقم هاتفكم المحمول - اسم ولقب صاحب الخط  شكرا لكم.",45679.43861111111,negative,1
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر مساء الخير، فضاء الزبون معطل و لا يمكنني الولوج الى الموقع.,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45679.80784722222,negative,1
Facebook,Espace Client + My Idoom,المشكلة انني لا استطيع الولوج إلى فضاء الزبون علما انني سجلت فيه من قبل لكنني لم اتذكر الايمايل الذي فتحت به الحساب ارجو منكم مساعدتي في الولوج إلى حسابي في فضاء الزبون شكرا لكم Algérie Télécom - إتصالات الجزائر تم ارسال جميع المعلومات في الخاص,نعلمكم أن رسائلكم الخاصة مأخوذة بعين الاعتبار و تتم معالجتها بصفة دورية.,45680.69696759259,interrogative,1
Facebook,Espace Client + My Idoom,تطبيق ماي ايدوم مايدخلش فضاء الزبون,"""يمكنكم طرح انشغالاتكم فيما يخص خدماتنا عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية شكرا لتفهمكم.",45681.64960648148,negative,1
Facebook,Espace Client + My Idoom,أين هي الفواتير في فضاء الزبون؟,"""الرجاء تزويدنا بتفاصيل طلبكم على الرسائل الخاصة للصفحة  شكراً لتفهمكم.",45681.65008101852,interrogative,0
Facebook,Espace Client + My Idoom,الفضاء مابقاش يخرج الفواتير والعمليات وخدمة الدفع الالكتروني راهي تدي دراهم وماتتخلصش الانترنت,"""اذا كنتم تواجهون اي خلل يتعلق بخدماتنا فبامكانكم التواصل معنا عبر الخاص لنتمكن من تقديم المساعدة، شكراً جزيلاً لكم",45681.65291666667,negative,1
Facebook,Espace Client + My Idoom,المشكل لما كنت اتعامل مع الموقع والنت 4g كل مرة مشكل لما تحاول الدخول حتى تسمحفضاء الزبون كارثة مع انه مهم,نطمئنكم بأن الخدمة فعالة. في حال واجهتم أي انشغال، يرجى مراسلتنا عبر الخاص. نحن دائماً في خدمتكم.,45681.66224537037,negative,1
Facebook,Espace Client + My Idoom,فضاء لا يقدم هدايا للزبائن منصة متخلف وقديمة و قليلة الخدمات,"msq ",45681.66417824074,negative,0
Facebook,Espace Client + My Idoom,My idoooماشفتوهاش راهي بلوكي جايين لفضاءالزبون,"""يمكنكم طرح انشغالاتكم فيما يخص خدماتنا عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية شكرا لتفهمكم.",45681.68399305556,negative,1
Instagram,Espace Client + My Idoom,مع الاسف فضاء متعطل مايخدمش,"""يمكنكم طرح انشغالاتكم فيما يخص خدماتنا عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية شكرا لتفهمكم.",45681.69244212963,negative,0
Facebook,Espace Client + My Idoom,الدخول لفضاء الزبون عبر تطبيق my idoom شبه مستحيل ، نتمنى أن تعملوا على تحسين التطبيق .,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45682.43237268519,negative,1
Facebook,Espace Client + My Idoom,سلام عليكم اريد فتح حساب فضاء الزبون لكن لا اعرف رقم,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45682.43623842593,interrogative,0
Facebook,Espace Client + My Idoom,تطبيق ماي ايدوم مايدخلش في فضاء الزبون علاه,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45682.43667824074,negative,0
Facebook,Espace Client + My Idoom,لماذا لا يتم اظافة خاصية توقيف الخط مؤقتا واعادة تشغيله من فضاء الزبون,نعلمكم ان جميع اقتراحاتكم وارائكم ماخوذة بعين الاعتبار، إتصالات الجزائر تسعى دائما لتطوير مختلف خدماتها ,45682.43715277778,suggestion,0
Facebook,Espace Client + My Idoom,فضاء الزيتون,Masquer,45682.43909722222,negative,0
Facebook,Espace Client + My Idoom,كارثة هذا الفضاء ميتفتحش,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45682.44436342592,negative,0
Facebook,Espace Client + My Idoom,عمي السعيد غليس الرجل الطيب الخلوق موظّف باتصالات الجزائر سوق اهراس يقوم بوظيفته اكثر من فضاء الزبون,Masquer,45682.44449074074,positive,0
Facebook,Espace Client + My Idoom,يكفى ان تصلحوا فضاء الزبون في تطبيق my idoom,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45682.44530092592,negative,0
Facebook,Espace Client + My Idoom,فضاء الزبون عند التسجيل رابط تفعيل الحساب ميطلعش,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45682.44552083333,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون ماولاش يحطلي الفترة كي بدلت للفيبر يخرجلي 0,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45682.44609953704,negative,1
Facebook,Espace Client + My Idoom,كان عندي حساب منقبل في فضاء الزبون كي كونت بلاديسال او دوك راني بلفيبر قالولي عاود افتح حساب جديد محبش راه يقولي عندك حساب منقبل,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45682.45909722222,negative,1
Facebook,Espace Client + My Idoom,الحساب في الماضي كان فيه العديد من المزايا مثل دليل الهاتف و غيرها. حبذا لو كان فيه امكانية ادخال الرقم المفضل في فضاء الزبون. شكرا,نعلمكم أن ملاحظاتكم و آرائكم مأخوذة بعين الإعتبار حتى نتمكن من تطوير وتحسين خدماتنا شكراً لتواصلكم ,45682.46030092592,suggestion,0
Facebook,Espace Client + My Idoom,كل مرة نبغي نسجل في فضاء الزبون ما يحبش يفوت,الرجاء تزويدنا بتفاصيل انشغالكم عبر الرسائل الخاصة للصفحة ,45682.46207175926,negative,1
Facebook,Espace Client + My Idoom,"مودام 4جي وين نلقاه رقم الزبون  بش نسجل في فضاء الزبون ",للاكتتاب في عرض الجيل الرابع يرجى التوجه الى الوكالة الاقرب اليكم مرفقين ببطاقة التعريف،و وثيقة اثبات الاقامة و 4500 دج للاشتراك في الخدمة,45682.46299768519,interrogative,0
Facebook,Espace Client + My Idoom,نظرا لظروف كل زبون، يرجى تزويدنا عبر فضاء الزبون بخاصية التوقيف المؤقت للانترنات.,نعلمكم ان جميع اقتراحاتكم وارائكم ماخوذة بعين الاعتبار، شكرا لاهتمامكم ,45682.47509259259,suggestion,0
Facebook,Espace Client + My Idoom,عندي عامين و انا نخلص الانترنت ، و ندخل للفضاء الزبون نلقى نفس التاريخ لانتهاء الصلاحية,masqué,45682.74260416667,negative,1
Facebook,Espace Client + My Idoom,كتخلص ادخل لفضاء الزبون واكتب تاريخ نهاية الاشتراك. بعد 4 أو 5 أيام عاود ادخل لفضاء الزبون وشوف اذا زادولك 3 أيام. إذا مكاش عيط للرقم 12 و حط الشكوى تاعك، راح امدوهملك,masqué,45682.74278935185,negative,0
Facebook,Espace Client + My Idoom,اريد تحميل تطبيق فضاء الزبون الذي فيه شعار اتصالات الحزائر او يرسله لي اي احد,masqué,45682.75135416666,interrogative,0
Facebook,Espace Client + My Idoom,من فضلكم لماذا لا يتم اضافة و تفعيل خاصية التوقيف المؤقت La mise en pause على تطبيق My Idoom أو فضاء الزبون حتي يتسنى لنا توقيفها في اوقات عدم التواجد بالمنزل ثم اعادة تشغيلها وقت التواجد به.,نقدر ارائكم واقتراحاتكم وسناخدها بعين الاعتبار حتى نقدم لمشتركينا أحسن الخدمات شكراً لكم ,45683.90644675926,interrogative,0
Facebook,Espace Client + My Idoom,عبئت رصيدي لمدة شهر من بريدي موب ولما أدخل لفضاء الزبون أجد شهر فقط دون 3 أيام إضافية!,"نرجو منكم تزويدنا بالمعلومات التالية : الاسم و اللقب ،رقم الهاتف الثابت و المحمول عبر الخاص لنتمكن من تقديم المساعدة ",45684.44390046296,negative,1
Facebook,Espace Client + My Idoom,سجلت في فضاء الزبون و فعلت الرابط المرسل عبر المايل، لكن يطلب مني تفعيل الرابط في كل المرة. ولم أستطع الإستفادة من هذا الفضاء.,"نرجو منكم تزويدنا بالمعلومات التالية : الاسم و اللقب ،رقم الإشتراك و الهاتف المحمول ،رقم الزبون والبريد الكتروني عبر الخاص ",45684.44490740741,negative,0
Facebook,Espace Client + My Idoom,تغير رقم هاتفي و تحولت من 031 الي 030 لكن فضاء الزبون بقا بالرقم القديم كيف يتم تبدله ؟؟؟ و شكراا,"نرجو منكم تزويدنا بالمعلومات التالية : الاسم و اللقب ،رقم الإشتراك و الهاتف المحمول ،رقم الزبون والبريد الكتروني عبر الخاص ",45684.44591435185,interrogative,1
Facebook,Espace Client + My Idoom,من فضلك فتحت حسابا في فضاء الزابون سابقا و الان لا استطيع الدخول إليه بسبب نسيت كلمة السر الحل من فضلكم.,"نرجو منكم تزويدنا بالمعلومات التالية : الاسم و اللقب ،رقم الإشتراك و الهاتف المحمول ،رقم الزبون والبريد الكتروني عبر الخاص ",45684.45163194444,negative,1
Facebook,Espace Client + My Idoom,كيفاش نطلع هذ التطبيق فضاء الزبون ملقيتوش في متجر بلاي,لاستعمال هذا التطبيق، ما عليكم سوى تحميله عبر الرابط التالي :,45684.45361111111,interrogative,0
Facebook,Espace Client + My Idoom,فضاء خردا,msq,45684.45667824074,negative,0
Facebook,Espace Client + My Idoom,الفضاء يطلب رقم الزبون ؟؟ ماعنديش,رقم الزبون سيدي تجدونه مكتوب كالتالي : code client أو numéro de client في عقد الإشتراك و الفواتير السابقة,45684.45989583333,interrogative,0
Facebook,Espace Client + My Idoom,فضاء الزابون معطل منذ عدة أيام.,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45684.64770833333,negative,1
Facebook,Espace Client + My Idoom,موقع فضاء الزبون لا يخرج لنا الفاتورات الجديدة للهاتف الثابت ويخرج القديمة فقط لا نعرف لماذا ؟؟؟؟؟؟؟,يمكنكم معرفة و تسديد مستحقاتكم وفواتيركم الهاتفية كاملة باستعمال رقم هاتفكم الثابت فقط (دون الحاجة إلى رقم الفاتورة)، وذلك عبر موقعنا الالكتروني :https://ec.algerietelecom.dz/AR/index.php?p=dette_paiement,45684.79157407407,interrogative,1
Facebook,Espace Client + My Idoom,هذا فضاء ميت. طلعتو يعرف غير يقلك خطاء ❌ خطاء وليت سبرميتو خلاص,"asqué ",45684.85326388889,negative,0
Facebook,Espace Client + My Idoom,مثلا هذي المزيد من الخدمات، راكم تعذبونا كي نحبوا نروحوا عطلة ويكون تاريخ نهاية الإنترنت لازم نتنقل للوكالة ويعطل في الحين ماتعطولناش حتي الوقت عقلية متأخرة فعلوا هذه الخدمة في هذا الفضاء ولو مرة واحدة في العام ومحصورة أيام العطلة الصيفية راكم تعذبوا فينا,يسرنا إعلامكم بأن مؤسسة اتصالات الجزائر تعمل باستمرار على تقديم أفضل الخدمات وأحسن العروض لمشتركيها الكرام.,45684.9815625,suggestion,1
Facebook,Espace Client + My Idoom,فضاء الزبون باش يفتح لازم تربص...,"""يمكنكم طرح انشغالاتكم فيما يخص خدماتنا عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية شكرا لتفهمكم.",45685.44082175926,negative,0
Facebook,Espace Client + My Idoom,لدي حساب في فضاء الزبون ونسيت كلمة المرور، وعند طلب إعادتها عن طريق الإمايل الخاص يكون الرد أن حساب الإمايل غير موجود، الرجاء موافاتي بالحل,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ، شكرا لتفهمكم.,45685.50254629629,negative,1
Facebook,Espace Client + My Idoom,فضاءفضاء المغبون هههههههه藍 المغبون هههههههه藍,msq,45685.57299768519,negative,0
Facebook,Espace Client + My Idoom,M'y idoom فضاء الزبون يقول لك مشكل اتصال,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45686.44428240741,negative,0
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر فضاء الزبون معطل,يمكنكم طرح انشغالاتكم فيما يخص خدماتنا عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية شكرا لتفهمكم.,45687.66908564815,negative,0
Facebook,Espace Client + My Idoom,الفاتورة التي عندي مش مكتوب فيها رقم الزبون بل رقم العملية وعندما اضعه في فضاء الزبون يرفضه يقول لي خاطئ,"ندعوكم لتقديم كافة المعلومات الخاصة بحسابكم عبر الخاص لنتمكن من تقديم المساعدة، شكراً جزيلاً لكم. ",45687.67079861111,negative,0
Facebook,Espace Client + My Idoom,ما تحتاجش تشقى !  هاذ الشعار وكان طبقوه لما نريد الذهاب لعطلة ونريد تعطيل الأنترنيت لفترة العطلة وتفعليه عند العودة راكم تعذبونا هاذ الخدمة كانت متاحة قبل ماتبداو تخدموا في إتصالات الجزائر في فضاء الزبون الأول قبل تحيينه ومتاحةحاليا عبر الهاتف عبر مركزكم للإتصالات في حالة خلل فيقترح عليك تعطيل الأنترنيت حتي معالجة الإشكال بتقديم معلومات فلماذا هاذ البيروقراطية حرروا عقولكم شوية,msq,45688.75822916667,suggestion,0
Facebook,Espace Client + My Idoom,كي ندخل فضاء الزبون يقولي بلي email تاعك ما يڨزيزتيس،,"ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ، شكرا. ",45690.444375,negative,0
Facebook,Espace Client + My Idoom,ممكنة طريقة للتعرف على الرقم الخاص لانشاء حساب في فضاء الزبون ل idoom 4g دون التنقل للوكالة,نرحب بتواصلكم معنا عبر الخاص لتقديم طلبكم، وسنكون سعداء بتوجيهكم ومساعدتكم ,45690.66248842593,interrogative,0
Instagram,Espace Client + My Idoom,فتحت حاسب فضاء الزبون و غلطة في email كيفاش ندير ماقدرتش نكمل عملية التسجيل,الرجاء مشاركتنا تفاصيل انشغالكم عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية ,45692.88657407407,negative,1
Facebook,Espace Client + My Idoom,"كي دير رفع تدفق الانترنت عبر فضاء الزبون فضاء الزبون يقولك تم رفع التدفق ",ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45694.7922337963,negative,0
Facebook,Espace Client + My Idoom,فضاء الزبون ايدوم ماحبش يمشي,"نرحب بتواصلكم معنا عبر الخاص لطرح انشغالكم، وسنكون سعداء بمساعدتكم  ",45695.50466435185,negative,0
Facebook,Espace Client + My Idoom,قمت برفع تدفق الانترنت من 30 ميغا الى 120 ميغا عبر فضاء الزبون ولكن في الواقع لم يتم رفعها عند القيام باختبار السرعة ما زالت 30 ميغا للعلم انه مر اسبوع كامل ومازالت السرعة 30 ميغا,ندعوكم للتواصل معنا عبر الرسائل الخاصة، وسنكون في خدمتكم بكل سرور لتقديم المساعدة ,45696.47356481481,negative,1
Facebook,Espace Client + My Idoom,الفواتير لا تصل الى البريد الالكتروني وغير ممكن تحميلها عبر التطبيق او فضاء الزبون ؟؟؟,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45698.61519675926,negative,1
Facebook,Espace Client + My Idoom,قمت بالتحويل إلى الفايبر...لكن لم أستطع تغيير الرقم في فضاء الزبون....وعند الاتصال ب 100 لا يتم الرد,ندعوكم للتواصل معنا عبر الرسائل الخاصة  لتزويدنا بتفاصيل حول انشغالكم  حتى نتمكن من مساعدتكم ,45698.61712962963,negative,1
Facebook,Espace Client + My Idoom,فضاء الزبون يرفض كل طلبات دخولي اليه بحجة الحساب مستعمل مسبقا و هذا بعد تغييري لرقم الهاتف ،هل من حل منذ اكثر من سنتين؟,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ,45698.82689814815,interrogative,1
Facebook,Espace Client + My Idoom,"السلام عليكم ، كاين معلومة لو تضاف للتطبيق ستكون مفيدة جدا، كل مرة الزبون يعمل تصعيد للتدفق، مدابينا تتوفر المعلومة تع كل التواريخ مع العملية التي قامت أي من أي تدفق إلى أي تدفق و أيضا أين تمت العملية في التطبيق أو فضاء الزبون أو ربما في الوكالة و شكرا ",نحن نرحب بجميع اقتراحاتكم ونسعى لتطوير مختلف خدماتنا لترقى لتطلعاتكم شكرا.,45699.51206018519,suggestion,0
Facebook,Espace Client + My Idoom,أردت اناد ادخل إلى فضاء الزبون بالرقم الجديد فلم استطع,"نرحب بتواصلكم معنا عبر الخاص لطرح انشغالكم، وسنكون سعداء بمساعدتكم  ",45699.64309027778,negative,0
Facebook,Espace Client + My Idoom," بعد التحويل من خط هاتف ADSL الى خط جديد بالالياف البصرية ، هل ممكن إستعمال الحساب القديم في الفضاء الزابون ؟",نرحب بتواصلكم معنا عبر الخاص لطرح جميع استفساراتكم، وسنكون سعداء بخدمتكم,45699.65543981481,interrogative,0
Facebook,Espace Client + My Idoom,من اجل الدخول الى فضاء الزبون، موقع اتصالات الجزائر مغلق لماذا,"نرحب بتواصلكم معنا عبر الخاص لطرح انشغالكم، وسنكون سعداء بمساعدتكم  ",45699.66197916667,interrogative,0
Facebook,Espace Client + My Idoom,كيفية تبديل عنوان إقامة في تطبيق my idoom,يمكنكم التواصل بنا عبر الخاص لمزيد من المعلومات ,45700.41111111111,interrogative,0
Facebook,Espace Client + My Idoom,تطبيق my Idoom لا يعمل," إذا كنتم تواجهون أي خلل يتعلق بخدمة My Idoom أو فضاء الزبون، يمكنكم التواصل معنا عبر الرسائل الخاصة للحصول على المساعدة اللازمة",45752.43878472222,negative,1
Facebook,Espace Client + My Idoom,My idoom ne marche pas,"""Nous vous invitons à nous transmettre toutes les informations relatives à votre compte en message privé afin que nous puissions vous apporter l’assistance nécessaire. """,45792.82547453704,negative,1
Facebook,Espace Client + My Idoom,تطبيق my idoom لايعمل,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم +msq,45793.47537037037,negative,1
Facebook,Espace Client + My Idoom,تطبيق my idoom لا يشتغل,masquer,45842.8881712963,negative,1
Facebook,Espace Client + My Idoom,لم استطيع دخول my Idoom,"نرحب بتواصلكم معنا عبر الخاص لطرح انشغالكم، وسنكون سعداء بمساعدتكم  ",45690.7812962963,negative,1
Facebook,Espace Client + My Idoom,my idoom mata9derch jarebtha,لتفعيل الخدمة كل ما عليكم هو اتباع الخطوات التالية :,45691.45181712963,negative,1
Facebook,Espace Client + My Idoom,My idoom تطبيق فيه مشاكل كثير اهمها ثقيل جدا جدا,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45691.46269675926,negative,1
Facebook,Espace Client + My Idoom,تطبيق my idoom متوقف عندي منذ مدة والسبب مجهول,الرجاء منكم مراسلتنا عبر الخاص لطرح انشغالكم ,45691.52337962963,negative,1
Facebook,Espace Client + My Idoom,عندي حساب my idoom  و تم الاستفادة بخط جديد للالياف البصرية و لما أردت فتح حساب اخربالرقم الجديد تأتي رسالة بان الايميل مستعمل لهذا الصدد نرجو حل الاشكال و فتح عدة حسابات بنفس الايميل,"نعلمكم أن ملاحظاتكم و آرائكم مأخوذة بعين الإعتبار حتى نتمكن من تطوير وتحسين خدماتنا , كما ندعوكم للتواصل بنا عبر الخاص اذا كنتم تواجهون اي خلل يتعلق بخدماتنا.",45691.66915509259,negative,1
Instagram,Espace Client + My Idoom,سلام عليكم كيف بي امكاني ايجاد رقم الزبون لي التسجيل في my idoom مع العلم اني مشترك جديد في لافيبر بعتولي رقم الهاتف ورقميين سريين ولم في ماذا احتاجهم وشكرا مسبقا,مكنكم بسهولة الحصول على رقم اشتراككم في خدمة الألياف البصرية، بالإضافة إلى رقم الزبون الخاص بكم، من خلال النقر على الرابط أدناه وإدخال:,45692.57841435185,interrogative,1
Facebook,Espace Client + My Idoom,كفاه نعرف وكتاه تخلاصلي la connexion تطبيق ميمشيش خلاص؟,"مرحبا Ab Ir
الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية
-هشام",44960.90897394676,interrogative,0
Facebook,Espace Client + My Idoom,تطبيق e-paiement ماراهش يخدم,"
مرحبا عبد الصمد
ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة
- سهام",44961.61796990741,negative,1
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر إلى متى وأنتم تروجون لهذه الرسائل التي لا نرى لها تطبيقا في الواقع سكنات جديدة منذ سنتين لم تستفد من الربط بالأنترنت بالرغم من مراسلتكم أكثر من مرة كونوا جادين وعلى قدر المسؤولية,"commentaire masqué ",44964.62958333334,negative,1
Facebook,Espace Client + My Idoom,بتاريخ 05 فبراير 2023،سددت مبلغ 2631.14 دج للشطر الأول من سنة 2023. مارس... عن طريق التطبيق MiyahiMob. رمز الزبون 460401AG0298 وبعد معاينة حسابي الجاري ببريدي موب، اكتشفت سحب المبلغ مرتين أي2631.14 دج * 2،يعني 5261.28 دج. لذا اطلب من سيادتكم تسوية هذا الخلل. والسلام. رقم الهاتف 0782101101,يرجى مراسلتنا عبر الخاص و تزويدنا بالمعلومات التالية : الاسم و اللقب، رقم الهاتف الثابت و المحمول,44965.63883101852,negative,1
Facebook,Espace Client + My Idoom,دخلتو عليها غير تطبيقات و الانترنت يجيب ربي ,masqué,44965.859375,negative,0
Facebook,Espace Client + My Idoom,كاش تطبيق يخدم مع لمودام ايدوم4g,"الرجاء توضيح طلبكم لنتمكن من توجيهكم
شكرا ، كميليا",44967.69174820602,negative,0
Facebook,Espace Client + My Idoom,كل هذه التطبيقات تحتاج لتدفق كاف لفتحها والعمل بها,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,44970.85394675926,negative,0
Facebook,Espace Client + My Idoom,رابط تحميل التطبيق,تجدون التطبيق في Play Store و App Store سيدي 朗,44970.85630787037,interrogative,0
Facebook,Espace Client + My Idoom,تطبيق التعبئة والدفع غير منو,نعلمكم ان جميع اقتراحاتكم وارائكم ماخوذة بعين الاعتبار، اتصالات الجزائر تسعى دائما على تطوير مختلف خدماتها لترقى لتطلعاتكم.,44970.85697916667,negative,0
Facebook,Espace Client + My Idoom,ديرو حفظ اسم المستخدم وكلمة المرور ماشي كل مرة تعاود تكتبهم عند الدخول للتطبيق,نعلمكم ان جميع اقتراحاتكم وارائكم ماخوذة بعين الاعتبار، اتصالات الجزائر تسعى دائما على تطوير مختلف خدماتها لترقى لتطلعاتكم.,44970.88975694445,negative,0
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر الرجاء إضافة التوقيف المؤقت على التطبيق فغير مقبول التوجه للوكالة التجارية و انتظار الطابور على خدمة بأقل من دقيقة و نفس الشيء بالنسبة لارجاعا هدا اصلا ادا وجدت معاملة مقبولة في الوكالات,نعلمكم أننا نولي اهتماما بجميع آرائكم و انشغالاتكم ، و نسعى لتطوير مختلف خدماتنا لترقى لتطلعاتكم.,44971.33939814815,suggestion,0
Facebook,Espace Client + My Idoom,لماذا لاتضعون تطبيق ،إشكيلي من منزل #لتحسين خدمة وعصرنتها ومعالجة مشاكل شبكة سريعا,بامكانكم ارسال انشغالكم عبر الخاص ، نحن في الخدمة .,44971.34784722222,suggestion,0
Facebook,Espace Client + My Idoom,التطبيق ما تقدرش تخلص بيه تقدر تشري بطاقة تعبئة فقط و مشكورين لو ترجعو الفاتورة تاع الهاتف كيما كانت مقبل نقدر نشوف تفاصيل الاستهلاك ككل ماشي كيما راهي الان تشوف غير المبلغ دفع الفاتورة,بامكانكم الدفع الكترونيا عبر تطبيق my idoom بالدخول الى التطبيق و اختيار paiement en ligne ثم اختيار paiement électronique و اختيار اشتراككم و ادخال رقمكم  ثم اختيار وسيلة الدفع .,44971.36771990741,suggestion,0
Facebook,Espace Client + My Idoom,هناك تحسن كبير جدا وسريع في خدمات اتصالات الجزائر نتمنى لكم مزيدا من التطور خاصة فيما يخص سرعة تدفق الانترنت وكذا الغاء الحضر عن بعض تطبيقات مشاهدة المباريات.,نشكركم سيدي على دعمكم و اهتمامكم وندوكم لمشاركتنا رايكم من خلال الرد على هذا الاستبيان :,44972.41280092593,positive,0
Facebook,Espace Client + My Idoom,لبارح فلكيسيت 1000دج بتطبيق بريدي موب للمودام 4gLte. خصمو 1000 بصح العملية لحد الساعه جارية ؟ مكانش وين المشكل,"نود إعلامكم بأن هذا المنشور يتعلق بإستبيان حول تجربتكم ورأيكم في موقعنا الإلكتروني وصفحاتنا على مواقع التواصل الإجتماعي. نتطلع لاطلاعنا على آرائكم ومقترحاتكم من خلال الرد على هذا الإستبيان. رأيكم يهمنا. بالنسبة لانشغالكم يمكنكم مراسلتنا عبر الخاص و تزويدنا بتفاصيل اكثر ",44972.48336805555,interrogative,1
Facebook,Espace Client + My Idoom,صفحة اتصالات الجزائر أظنها من أفضل صفحات المؤسسات العمومية الجزائرية من حيث المحتوى ومستوى التقديم والأمر ينطبق على موقعها الإلكتروني والتطبيق الخاص بها..,نشكركم سيدي على دعمكم و اهتمامكم  رايكم يهمنا وندعوكم لمشاركته معنا من خلال الرد على هذا الاستبيان :,44972.48810185185,positive,0
Facebook,Espace Client + My Idoom,لوكان برك تخيلو اللجوء للموقع و التطبيق تاعكم مجانا بعد نفاذ الانترنت,نتمنى أن تشاركوا معنا أرائكم ومقترحاتكم من خلال الرد على هذا الإستبيان. نرحب بكل تعليقاتكم وردودكم☺️. رأيكم يهمنا كثيراً.,44972.50737268518,suggestion,0
Facebook,Espace Client + My Idoom,تطبيق اتصالات الجزائر تطبيق فاشل كي تخدمو خدمو حاجة نيشان خطرة في حياتكم,نعلمكم أن هذا المنشور يخص استبيان حول تجربتكم ووجهة نظركم حول موقعنا الإلكتروني وصفحاتنا عبر شبكات التواصل الاجتماعي . نرجو منكم مشاركتنا أرائكم و إقتراحاتكم من خلال الرد على هذا الاستبيان. رأيكم يهمنا.بالنسبة لانشغالكم يمكنكم مراسلتنا عبر الخاص و تزويدنا بتفاصيل اكثر,44972.51763888889,negative,0
Facebook,Espace Client + My Idoom,5olasatechمحتوى تقني باختصار (هواتف/تطبيقات/.....واكثر ) شوف الصفحه ممكن تفيدك ,"supprimé ",44973.99798611111,off-topic,0
Instagram,Espace Client + My Idoom,راني حاب تزيدو الخدمة تاع pause   في تطبيق ولي الزبون هو لي يديرها كيما يحب وشكرا,نحن نرحب بجميع اقتراحاتكم ونسعى لتطوير مختلف خدماتنا لترقى لتطلعاتكم شكرا,44976.71358796296,suggestion,0
Facebook,Espace Client + My Idoom,ديرولنا موقع اتصالات الجزائر والتطبيق يخدم حتى كي تروح الانترنت,نعلمكم أن جميع اقتراحاتكم وارائكم مأخوذة بعين الاعتبار، اتصالات الجزائر تسعى دائما على تطوير مختلف خدماتها لترقى لتطلعاتكم.,44976.88182870371,suggestion,0
Facebook,Espace Client + My Idoom,كيفاه نسلفوا من تطبيق بعد ماتخلاص إنترنت 奈臘 اعطولي عقلكم,تطبيق اتصالات الجزائر My Idoom بحلته الجديدة 朗 مع خصائص و ميزات رائعة لتستفيدون من خدماتنا بسهولة :,44976.883125,interrogative,0
